Username,ID,ExperimentName,Session,Trial,Date,TimeDif,"Condition Number","Stimuli File","Order File","Condition Description","Condition Notes",Stimuli*Cue,Stimuli*Answer,Stimuli*Shuffle,"Stimuli*Stimuli Notes",Stimuli*Value,Procedure*Item,"Procedure*Trial Type","Procedure*Max Time","Procedure*Min Time",Procedure*Text,"Procedure*Procedure Notes",Procedure*Shuffle,Procedure*,Response*RT,Response*Response,Response*Accuracy,Response*RTfirst,Response*RTlast,Response*strictAcc,Response*lenientAcc,Response*focus,Response*Focus
NicoleHill,8dskqn3wt9,"Mediated JOLs",1,1,2023-03-25T22:24:07+00:00,5.9304981231689,7,versionD_stim.csv,ReadVersion_Recog.csv,"Read Recog",Read4,,,,,,0,Instruct,-,5,"In this section, you will be presented with a series of word pairs. Please study each word pair! Your memory will be tested!",Initial_Instruct,Instruct1,,5761,,,-1,-1,,,,1
NicoleHill,8dskqn3wt9,"Mediated JOLs",1,2,2023-03-25T22:24:09+00:00,2.1812598705292,7,versionD_stim.csv,ReadVersion_Recog.csv,"Read Recog",Read4,,,,,,0,Instruct,User,-,"You will now begin. Press Enter when you are ready to begin.",,Instruct16,,1914,,,-1,-1,,,,1
NicoleHill,8dskqn3wt9,"Mediated JOLs",1,3,2023-03-25T22:24:13+00:00,4.5962581634521,7,versionD_stim.csv,ReadVersion_Recog.csv,"Read Recog",Read4,DAYS,WEAKS,BUFFER3,Buffer,1,5,Study,User,-,,Study/JOL,BUFFER,,4325,,,-1,-1,,,,1
NicoleHill,8dskqn3wt9,"Mediated JOLs",1,4,2023-03-25T22:24:16+00:00,2.6162328720093,7,versionD_stim.csv,ReadVersion_Recog.csv,"Read Recog",Read4,TOOL,SHED,BUFFER3,Buffer,3,4,Study,User,-,,Study/JOL,BUFFER,,2346,,,-1,-1,,,,1
NicoleHill,8dskqn3wt9,"Mediated JOLs",1,5,2023-03-25T22:24:24+00:00,7.7576279640198,7,versionD_stim.csv,ReadVersion_Recog.csv,"Read Recog",Read4,SPRING,MARCH,BUFFER3,Buffer,4,6,Study,User,-,,Study/JOL,BUFFER,,7478,,,-1,-1,,,,1
NicoleHill,8dskqn3wt9,"Mediated JOLs",1,6,2023-03-25T22:24:31+00:00,6.8341960906982,7,versionD_stim.csv,ReadVersion_Recog.csv,"Read Recog",Read4,MONTH,YEAR,BUFFER3,Buffer,2,3,Study,User,-,,Study/JOL,BUFFER,,6540,,,-1,-1,,,,1
NicoleHill,8dskqn3wt9,"Mediated JOLs",1,7,2023-03-25T22:24:34+00:00,2.9759619235992,7,versionD_stim.csv,ReadVersion_Recog.csv,"Read Recog",Read4,OCTOBER,SPOOKY,BUFFER3,Buffer,5,2,Study,User,-,,Study/JOL,BUFFER,,2709,,,-1,-1,,,,1
NicoleHill,8dskqn3wt9,"Mediated JOLs",1,8,2023-03-25T22:24:37+00:00,3.4496171474457,7,versionD_stim.csv,ReadVersion_Recog.csv,"Read Recog",Read4,HEAVY,FEATHER,Study2,M,13,42,Study,User,-,,Study/JOL,"Study Phase",,3171,,,-1,-1,,,,1
NicoleHill,8dskqn3wt9,"Mediated JOLs",1,9,2023-03-25T22:24:40+00:00,3.384920835495,7,versionD_stim.csv,ReadVersion_Recog.csv,"Read Recog",Read4,ARTERY,BRONZE,Study2,U,48,35,Study,User,-,,Study/JOL,"Study Phase",,3121,,,-1,-1,,,,1
NicoleHill,8dskqn3wt9,"Mediated JOLs",1,10,2023-03-25T22:24:43+00:00,2.6888661384583,7,versionD_stim.csv,ReadVersion_Recog.csv,"Read Recog",Read4,PANTS,COLLAR,Study2,M,8,51,Study,User,-,,Study/JOL,"Study Phase",,2416,,,-1,-1,,,,1
NicoleHill,8dskqn3wt9,"Mediated JOLs",1,11,2023-03-25T22:24:48+00:00,5.2751190662384,7,versionD_stim.csv,ReadVersion_Recog.csv,"Read Recog",Read4,CASH,LEG,Study2,U,50,27,Study,User,-,,Study/JOL,"Study Phase",,4996,,,-1,-1,,,,1
NicoleHill,8dskqn3wt9,"Mediated JOLs",1,12,2023-03-25T22:24:51+00:00,2.5523698329926,7,versionD_stim.csv,ReadVersion_Recog.csv,"Read Recog",Read4,BLAZE,FIRE,Study2,F,26,32,Study,User,-,,Study/JOL,"Study Phase",,2289,,,-1,-1,,,,1
NicoleHill,8dskqn3wt9,"Mediated JOLs",1,13,2023-03-25T22:24:55+00:00,4.4451110363007,7,versionD_stim.csv,ReadVersion_Recog.csv,"Read Recog",Read4,EYES,SMELL,Study2,M,10,17,Study,User,-,,Study/JOL,"Study Phase",,4174,,,-1,-1,,,,1
NicoleHill,8dskqn3wt9,"Mediated JOLs",1,14,2023-03-25T22:24:58+00:00,2.4866161346436,7,versionD_stim.csv,ReadVersion_Recog.csv,"Read Recog",Read4,BENCH,HORN,Study2,U,43,18,Study,User,-,,Study/JOL,"Study Phase",,2217,,,-1,-1,,,,1
NicoleHill,8dskqn3wt9,"Mediated JOLs",1,15,2023-03-25T22:25:01+00:00,2.9172480106354,7,versionD_stim.csv,ReadVersion_Recog.csv,"Read Recog",Read4,REALITY,ISLAND,Study2,M,9,26,Study,User,-,,Study/JOL,"Study Phase",,2633,,,-1,-1,,,,1
NicoleHill,8dskqn3wt9,"Mediated JOLs",1,16,2023-03-25T22:25:04+00:00,3.2976398468018,7,versionD_stim.csv,ReadVersion_Recog.csv,"Read Recog",Read4,LEASE,TOIL,Study2,U,46,8,Study,User,-,,Study/JOL,"Study Phase",,3023,,,-1,-1,,,,1
NicoleHill,8dskqn3wt9,"Mediated JOLs",1,17,2023-03-25T22:25:10+00:00,5.831423997879,7,versionD_stim.csv,ReadVersion_Recog.csv,"Read Recog",Read4,STRONG,ACCIDENT,Study2,U,39,37,Study,User,-,,Study/JOL,"Study Phase",,5567,,,-1,-1,,,,1
NicoleHill,8dskqn3wt9,"Mediated JOLs",1,18,2023-03-25T22:25:14+00:00,4.4043309688568,7,versionD_stim.csv,ReadVersion_Recog.csv,"Read Recog",Read4,BOTH,OUNCE,Study2,U,47,28,Study,User,-,,Study/JOL,"Study Phase",,4134,,,-1,-1,,,,1
NicoleHill,8dskqn3wt9,"Mediated JOLs",1,19,2023-03-25T22:25:20+00:00,5.7500681877136,7,versionD_stim.csv,ReadVersion_Recog.csv,"Read Recog",Read4,HORNET,STING,Study2,F,30,36,Study,User,-,,Study/JOL,"Study Phase",,5489,,,-1,-1,,,,1
NicoleHill,8dskqn3wt9,"Mediated JOLs",1,20,2023-03-25T22:25:22+00:00,2.2725389003754,7,versionD_stim.csv,ReadVersion_Recog.csv,"Read Recog",Read4,SCHOOL,STOP,Study2,M,7,45,Study,User,-,,Study/JOL,"Study Phase",,2032,,,-1,-1,,,,1
NicoleHill,8dskqn3wt9,"Mediated JOLs",1,21,2023-03-25T22:25:25+00:00,2.1972639560699,7,versionD_stim.csv,ReadVersion_Recog.csv,"Read Recog",Read4,WINDOW,KNOB,Study2,M,19,21,Study,User,-,,Study/JOL,"Study Phase",,1965,,,-1,-1,,,,1
NicoleHill,8dskqn3wt9,"Mediated JOLs",1,22,2023-03-25T22:25:27+00:00,2.4957621097565,7,versionD_stim.csv,ReadVersion_Recog.csv,"Read Recog",Read4,OVEN,BASKET,Study2,M,16,20,Study,User,-,,Study/JOL,"Study Phase",,2245,,,-1,-1,,,,1
NicoleHill,8dskqn3wt9,"Mediated JOLs",1,23,2023-03-25T22:25:30+00:00,2.4438619613647,7,versionD_stim.csv,ReadVersion_Recog.csv,"Read Recog",Read4,FEUD,FIGHT,Study2,F,31,22,Study,User,-,,Study/JOL,"Study Phase",,2189,,,-1,-1,,,,1
NicoleHill,8dskqn3wt9,"Mediated JOLs",1,24,2023-03-25T22:25:33+00:00,3.0655629634857,7,versionD_stim.csv,ReadVersion_Recog.csv,"Read Recog",Read4,SICK,HIDE,Study2,U,45,30,Study,User,-,,Study/JOL,"Study Phase",,2807,,,-1,-1,,,,1
NicoleHill,8dskqn3wt9,"Mediated JOLs",1,25,2023-03-25T22:25:37+00:00,4.3858981132507,7,versionD_stim.csv,ReadVersion_Recog.csv,"Read Recog",Read4,RAKE,SEED,Study2,M,14,31,Study,User,-,,Study/JOL,"Study Phase",,4138,,,-1,-1,,,,1
NicoleHill,8dskqn3wt9,"Mediated JOLs",1,26,2023-03-25T22:25:40+00:00,2.7104709148407,7,versionD_stim.csv,ReadVersion_Recog.csv,"Read Recog",Read4,LEAGUE,BASEBALL,Study2,F,29,44,Study,User,-,,Study/JOL,"Study Phase",,2460,,,-1,-1,,,,1
