id,Response,key,percent_match,Scored,Condition.Number,Condition.Description,Stimuli.Cue,Stimuli.Shuffle,Stimuli.Stimuli.Notes,Procedure.Shuffle,Response.JOL,Procedure.Shuffle.1,Response.RT,Platform
10066214OD,love,love,1,1,2,JOL,affection,Study1,F,Study Phase,95,Recall1,7441,USM
10150480SW,love,love,1,1,2,JOL,affection,Study1,F,Study Phase,98,Recall1,4969,USM
AkiyahBrandon,love,love,1,1,2,JOL Recall,affection,Study1,F,Study Phase,100,Recall1,2609,USM
AnnaKatePettis,love,love,1,1,2,JOL Recall,affection,Study1,F,Study Phase,85,Recall1,4177,USM
w100152402_MKT,love,love,1,1,2,JOL,affection,Study1,F,Study Phase,80,Recall1,2774,USM
w10042654_kw,love,love,1,1,2,JOL,affection,Study1,F,Study Phase,55,Recall1,4698,USM
w10090906KM,love,love,1,1,2,JOL,affection,Study1,F,Study Phase,95,Recall1,4969,USM
w10098759_caa,love,love,1,1,2,JOL,affection,Study1,F,Study Phase,90,Recall1,3205,USM
w10128905_IAT,love,love,1,1,2,JOL,affection,Study1,F,Study Phase,70,Recall1,7461,USM
w10136452dns,love,love,1,1,2,JOL,affection,Study1,F,Study Phase,60,Recall1,3224,USM
w10143335_at,love,love,1,1,2,JOL,affection,Study1,F,Study Phase,100,Recall1,2878,USM
w10144355_HBL,love,love,1,1,2,JOL,affection,Study1,F,Study Phase,70,Recall1,2496,USM
w10147711,love,love,1,1,2,JOL,affection,Study1,F,Study Phase,70,Recall1,3865,USM
w10150573_kaj,love,love,1,1,2,JOL,affection,Study1,F,Study Phase,90,Recall1,3711,USM
w10154902_ZD,love,love,1,1,2,JOL,affection,Study1,F,Study Phase,40,Recall1,6368,USM
W10156412_WAGR,love,love,1,1,2,JOL,affection,Study1,F,Study Phase,80,Recall1,9846,USM
w10162630_CAG,,love,0,0,2,JOL,affection,Study1,F,Study Phase,90,Recall1,3711,USM
w821455_akg,love,love,1,1,2,JOL,affection,Study1,F,Study Phase,80,Recall1,5868,USM
w963035,love,love,1,1,2,JOL,affection,Study1,F,Study Phase,100,Recall1,1831,USM
zoieperkins,love,love,1,1,2,JOL Recall,affection,Study1,F,Study Phase,100,Recall1,7911,USM
10066214OD,hit,bounce,0,0,2,JOL,bat,Study1,M,Study Phase,3,Recall1,8793,USM
10150480SW,dark,bounce,0,0,2,JOL,bat,Study1,M,Study Phase,10,Recall1,5520,USM
AkiyahBrandon,bounced,bounce,0.857142857,1,2,JOL Recall,bat,Study1,M,Study Phase,1,Recall1,4344,USM
AnnaKatePettis,,bounce,0,0,2,JOL Recall,bat,Study1,M,Study Phase,10,Recall1,5860,USM
w100152402_MKT,bounce,bounce,1,1,2,JOL,bat,Study1,M,Study Phase,30,Recall1,4877,USM
w10042654_kw,bathe,bounce,0.333333333,0,2,JOL,bat,Study1,M,Study Phase,34,Recall1,4319,USM
w10090906KM,wing,bounce,0.166666667,0,2,JOL,bat,Study1,M,Study Phase,40,Recall1,4864,USM
w10098759_caa,night,bounce,0.166666667,0,2,JOL,bat,Study1,M,Study Phase,60,Recall1,3849,USM
w10128905_IAT,bounce,bounce,1,1,2,JOL,bat,Study1,M,Study Phase,15,Recall1,7409,USM
w10136452dns,,bounce,0,0,2,JOL,bat,Study1,M,Study Phase,25,Recall1,2552,USM
w10143335_at,bounce,bounce,1,1,2,JOL,bat,Study1,M,Study Phase,10,Recall1,9447,USM
w10144355_HBL,bounce,bounce,1,1,2,JOL,bat,Study1,M,Study Phase,0,Recall1,2309,USM
w10147711,bald,bounce,0.166666667,0,2,JOL,bat,Study1,M,Study Phase,0,Recall1,2015,USM
w10150573_kaj,,bounce,0,0,2,JOL,bat,Study1,M,Study Phase,10,Recall1,3554,USM
w10154902_ZD,man,bounce,0.166666667,0,2,JOL,bat,Study1,M,Study Phase,0,Recall1,3358,USM
W10156412_WAGR,,bounce,0,0,2,JOL,bat,Study1,M,Study Phase,15,Recall1,5453,USM
w10162630_CAG,,bounce,0,0,2,JOL,bat,Study1,M,Study Phase,10,Recall1,2139,USM
w821455_akg,bounce,bounce,1,1,2,JOL,bat,Study1,M,Study Phase,5,Recall1,5491,USM
w963035,bounce ,bounce,0.857142857,1,2,JOL,bat,Study1,M,Study Phase,0,Recall1,1579,USM
zoieperkins,,bounce,0,0,2,JOL Recall,bat,Study1,M,Study Phase,0,Recall1,5587,USM
10066214OD,light,box,0,0,2,JOL,beach,Study1,M,Study Phase,20,Recall1,68019,USM
10150480SW,box,box,1,1,2,JOL,beach,Study1,M,Study Phase,30,Recall1,8777,USM
AkiyahBrandon,,box,0,0,2,JOL Recall,beach,Study1,M,Study Phase,0,Recall1,5110,USM
AnnaKatePettis,towel,box,0.2,0,2,JOL Recall,beach,Study1,M,Study Phase,15,Recall1,5784,USM
w100152402_MKT,waves,box,0,0,2,JOL,beach,Study1,M,Study Phase,40,Recall1,2451,USM
w10042654_kw,box,box,1,1,2,JOL,beach,Study1,M,Study Phase,30,Recall1,5546,USM
w10090906KM,wear,box,0,0,2,JOL,beach,Study1,M,Study Phase,15,Recall1,3141,USM
w10098759_caa,sand,box,0,0,2,JOL,beach,Study1,M,Study Phase,15,Recall1,4457,USM
w10128905_IAT,box,box,1,1,2,JOL,beach,Study1,M,Study Phase,10,Recall1,2566,USM
w10136452dns,box,box,1,1,2,JOL,beach,Study1,M,Study Phase,30,Recall1,1809,USM
w10143335_at,ball,box,0.25,0,2,JOL,beach,Study1,M,Study Phase,0,Recall1,2629,USM
w10144355_HBL,sky,box,0,0,2,JOL,beach,Study1,M,Study Phase,0,Recall1,1900,USM
w10147711,bum,box,0.333333333,0,2,JOL,beach,Study1,M,Study Phase,3,Recall1,3476,USM
w10150573_kaj,box,box,1,1,2,JOL,beach,Study1,M,Study Phase,10,Recall1,2111,USM
w10154902_ZD,sand,box,0,0,2,JOL,beach,Study1,M,Study Phase,10,Recall1,6361,USM
W10156412_WAGR,box,box,1,1,2,JOL,beach,Study1,M,Study Phase,15,Recall1,6191,USM
w10162630_CAG,box,box,1,1,2,JOL,beach,Study1,M,Study Phase,20,Recall1,3565,USM
w821455_akg,box,box,1,1,2,JOL,beach,Study1,M,Study Phase,35,Recall1,5044,USM
w963035,sand,box,0,0,2,JOL,beach,Study1,M,Study Phase,0,Recall1,1811,USM
zoieperkins,vacation,box,0.125,0,2,JOL Recall,beach,Study1,M,Study Phase,0,Recall1,6101,USM
10066214OD,pie,pie,1,1,2,JOL,birthday,Study1,M,Study Phase,32,Recall1,5310,USM
10150480SW,hand,pie,0,0,2,JOL,birthday,Study1,M,Study Phase,75,Recall1,6758,USM
AkiyahBrandon,,pie,0,0,2,JOL Recall,birthday,Study1,M,Study Phase,30,Recall1,3605,USM
AnnaKatePettis,month,pie,0,0,2,JOL Recall,birthday,Study1,M,Study Phase,15,Recall1,7277,USM
w100152402_MKT,cake,pie,0.25,0,2,JOL,birthday,Study1,M,Study Phase,40,Recall1,3334,USM
w10042654_kw,birthnight,pie,0.1,0,2,JOL,birthday,Study1,M,Study Phase,50,Recall1,13262,USM
w10090906KM,cake,pie,0.25,0,2,JOL,birthday,Study1,M,Study Phase,15,Recall1,4446,USM
w10098759_caa,year,pie,0.25,0,2,JOL,birthday,Study1,M,Study Phase,70,Recall1,7876,USM
w10128905_IAT,pie,pie,1,1,2,JOL,birthday,Study1,M,Study Phase,20,Recall1,4373,USM
w10136452dns,cake,pie,0.25,0,2,JOL,birthday,Study1,M,Study Phase,25,Recall1,2982,USM
w10143335_at,birth,pie,0.2,0,2,JOL,birthday,Study1,M,Study Phase,0,Recall1,15999,USM
w10144355_HBL,pie,pie,1,1,2,JOL,birthday,Study1,M,Study Phase,10,Recall1,2982,USM
w10147711,pie,pie,1,1,2,JOL,birthday,Study1,M,Study Phase,0,Recall1,3338,USM
w10150573_kaj,,pie,0,0,2,JOL,birthday,Study1,M,Study Phase,10,Recall1,2088,USM
w10154902_ZD,cake,pie,0.25,0,2,JOL,birthday,Study1,M,Study Phase,0,Recall1,4980,USM
W10156412_WAGR,pie,pie,1,1,2,JOL,birthday,Study1,M,Study Phase,35,Recall1,8287,USM
w10162630_CAG,,pie,0,0,2,JOL,birthday,Study1,M,Study Phase,10,Recall1,1295,USM
w821455_akg,pie,pie,1,1,2,JOL,birthday,Study1,M,Study Phase,10,Recall1,22886,USM
w963035,cake,pie,0.25,0,2,JOL,birthday,Study1,M,Study Phase,0,Recall1,1804,USM
zoieperkins,pie,pie,1,1,2,JOL Recall,birthday,Study1,M,Study Phase,100,Recall1,8127,USM
10066214OD,boas,hand,0.25,0,2,JOL,cake,Study1,U,Study Phase,8,Recall1,4112,USM
10150480SW,hand,hand,1,1,2,JOL,cake,Study1,U,Study Phase,10,Recall1,12905,USM
AkiyahBrandon,,hand,0,0,2,JOL Recall,cake,Study1,U,Study Phase,0,Recall1,2006,USM
AnnaKatePettis,,hand,0,0,2,JOL Recall,cake,Study1,U,Study Phase,30,Recall1,4520,USM
w100152402_MKT,partuy,hand,0.166666667,0,2,JOL,cake,Study1,U,Study Phase,70,Recall1,4672,USM
w10042654_kw,food,hand,0.25,0,2,JOL,cake,Study1,U,Study Phase,45,Recall1,5814,USM
w10090906KM,pop,hand,0,0,2,JOL,cake,Study1,U,Study Phase,30,Recall1,2256,USM
w10098759_caa,paper,hand,0.2,0,2,JOL,cake,Study1,U,Study Phase,14,Recall1,10960,USM
w10128905_IAT,hand,hand,1,1,2,JOL,cake,Study1,U,Study Phase,20,Recall1,4515,USM
w10136452dns,birthday,hand,0.375,0,2,JOL,cake,Study1,U,Study Phase,30,Recall1,3715,USM
w10143335_at,ocean,hand,0.4,0,2,JOL,cake,Study1,U,Study Phase,0,Recall1,2357,USM
w10144355_HBL,pie,hand,0,0,2,JOL,cake,Study1,U,Study Phase,10,Recall1,2831,USM
w10147711,pie,hand,0,0,2,JOL,cake,Study1,U,Study Phase,0,Recall1,2297,USM
w10150573_kaj,,hand,0,0,2,JOL,cake,Study1,U,Study Phase,0,Recall1,2202,USM
w10154902_ZD,birthday,hand,0.375,0,2,JOL,cake,Study1,U,Study Phase,0,Recall1,2353,USM
W10156412_WAGR,hand,hand,1,1,2,JOL,cake,Study1,U,Study Phase,40,Recall1,5937,USM
w10162630_CAG,,hand,0,0,2,JOL,cake,Study1,U,Study Phase,0,Recall1,2591,USM
w821455_akg,hand,hand,1,1,2,JOL,cake,Study1,U,Study Phase,11,Recall1,5947,USM
w963035,batter,hand,0.166666667,0,2,JOL,cake,Study1,U,Study Phase,0,Recall1,1460,USM
zoieperkins,birthday,hand,0.375,0,2,JOL Recall,cake,Study1,U,Study Phase,0,Recall1,6554,USM
10066214OD,floor,carpet,0.166666667,0,2,JOL,ceiling,Study1,M,Study Phase,15,Recall1,8493,USM
10150480SW,carpet,carpet,1,1,2,JOL,ceiling,Study1,M,Study Phase,38,Recall1,11927,USM
AkiyahBrandon,carpet,carpet,1,1,2,JOL Recall,ceiling,Study1,M,Study Phase,30,Recall1,3608,USM
AnnaKatePettis,fan,carpet,0.166666667,0,2,JOL Recall,ceiling,Study1,M,Study Phase,80,Recall1,3068,USM
w100152402_MKT,floor,carpet,0.166666667,0,2,JOL,ceiling,Study1,M,Study Phase,40,Recall1,2749,USM
w10042654_kw,carpet,carpet,1,1,2,JOL,ceiling,Study1,M,Study Phase,58,Recall1,5600,USM
w10090906KM,fan,carpet,0.166666667,0,2,JOL,ceiling,Study1,M,Study Phase,25,Recall1,8019,USM
w10098759_caa,carpet,carpet,1,1,2,JOL,ceiling,Study1,M,Study Phase,5,Recall1,3533,USM
w10128905_IAT,carpet,carpet,1,1,2,JOL,ceiling,Study1,M,Study Phase,85,Recall1,6083,USM
w10136452dns,carpet,carpet,1,1,2,JOL,ceiling,Study1,M,Study Phase,30,Recall1,3733,USM
w10143335_at,carpet,carpet,1,1,2,JOL,ceiling,Study1,M,Study Phase,100,Recall1,4335,USM
w10144355_HBL,carpet,carpet,1,1,2,JOL,ceiling,Study1,M,Study Phase,45,Recall1,3045,USM
