id,Response,key,percent_match,Scored,Condition.Number,Condition.Description,Stimuli.Cue,Stimuli.Shuffle,Stimuli.Stimuli.Notes,Procedure.Shuffle,Procedure.Shuffle.1,Response.RT,Platform
55b2d3f2fdf99b525bc839aa,love,love,1,1,1,Read,affection,Study1,F,Study Phase,Recall1,989,Prolific
56fc8248b5648e000fac9980,hug,love,0,0,1,Read,affection,Study1,F,Study Phase,Recall1,971,Prolific
5a8b1ee2000dab00018cc7cd,love,love,1,1,1,Read,affection,Study1,F,Study Phase,Recall1,6945,Prolific
5d4225e01985380018375d83,kiss,love,0,0,1,Read,affection,Study1,F,Study Phase,Recall1,1010,Prolific
5f79bca83a2eb65c0983816d,love ,love,0.8,1,1,Read,affection,Study1,F,Study Phase,Recall1,2271,Prolific
602454a47d0d7d121a1e444b,love,love,1,1,1,Read,affection,Study1,F,Study Phase,Recall1,2610,Prolific
6107d8ee8bd9a035d04f6d98,,love,0,0,1,Read,affection,Study1,F,Study Phase,Recall1,2024,Prolific
6172607a932e0b0c3523854d,love,love,1,1,1,Read,affection,Study1,F,Study Phase,Recall1,875,Prolific
62877d5f6a054e53313ac916,love,love,1,1,1,Read,affection,Study1,F,Study Phase,Recall1,820,Prolific
628e0063fa56e316da2a71cb,love,love,1,1,1,Read,affection,Study1,F,Study Phase,Recall1,1555,Prolific
631512727c23394ca21acbfb,,love,0,0,1,Read,affection,Study1,F,Study Phase,Recall1,1146,Prolific
63d7d95057d77b4c34b3afe8,love,love,1,1,1,Read,affection,Study1,F,Study Phase,Recall1,2704,Prolific
55b2d3f2fdf99b525bc839aa,bounce,bounce,1,1,1,Read,bat,Study1,M,Study Phase,Recall1,936,Prolific
56fc8248b5648e000fac9980,ball,bounce,0.166666667,0,1,Read,bat,Study1,M,Study Phase,Recall1,1833,Prolific
5a8b1ee2000dab00018cc7cd,bounce,bounce,1,1,1,Read,bat,Study1,M,Study Phase,Recall1,8284,Prolific
5d4225e01985380018375d83,ball,bounce,0.166666667,0,1,Read,bat,Study1,M,Study Phase,Recall1,1500,Prolific
5f79bca83a2eb65c0983816d,ball,bounce,0.166666667,0,1,Read,bat,Study1,M,Study Phase,Recall1,1213,Prolific
602454a47d0d7d121a1e444b,cat,bounce,0.166666667,0,1,Read,bat,Study1,M,Study Phase,Recall1,2588,Prolific
6107d8ee8bd9a035d04f6d98,,bounce,0,0,1,Read,bat,Study1,M,Study Phase,Recall1,2445,Prolific
6172607a932e0b0c3523854d,black,bounce,0.333333333,0,1,Read,bat,Study1,M,Study Phase,Recall1,1059,Prolific
62877d5f6a054e53313ac916,ball,bounce,0.166666667,0,1,Read,bat,Study1,M,Study Phase,Recall1,523,Prolific
628e0063fa56e316da2a71cb,ball,bounce,0.166666667,0,1,Read,bat,Study1,M,Study Phase,Recall1,1809,Prolific
631512727c23394ca21acbfb,,bounce,0,0,1,Read,bat,Study1,M,Study Phase,Recall1,2094,Prolific
63d7d95057d77b4c34b3afe8,bounce,bounce,1,1,1,Read,bat,Study1,M,Study Phase,Recall1,1884,Prolific
55b2d3f2fdf99b525bc839aa,sand,box,0,0,1,Read,beach,Study1,M,Study Phase,Recall1,1891,Prolific
56fc8248b5648e000fac9980,shell,box,0,0,1,Read,beach,Study1,M,Study Phase,Recall1,1285,Prolific
5a8b1ee2000dab00018cc7cd,box,box,1,1,1,Read,beach,Study1,M,Study Phase,Recall1,6177,Prolific
5d4225e01985380018375d83,water,box,0,0,1,Read,beach,Study1,M,Study Phase,Recall1,1119,Prolific
5f79bca83a2eb65c0983816d,sand,box,0,0,1,Read,beach,Study1,M,Study Phase,Recall1,1169,Prolific
602454a47d0d7d121a1e444b,blast,box,0.2,0,1,Read,beach,Study1,M,Study Phase,Recall1,2796,Prolific
6107d8ee8bd9a035d04f6d98,,box,0,0,1,Read,beach,Study1,M,Study Phase,Recall1,1601,Prolific
6172607a932e0b0c3523854d,lake,box,0,0,1,Read,beach,Study1,M,Study Phase,Recall1,889,Prolific
62877d5f6a054e53313ac916,weather,box,0,0,1,Read,beach,Study1,M,Study Phase,Recall1,940,Prolific
628e0063fa56e316da2a71cb,bat,box,0.333333333,0,1,Read,beach,Study1,M,Study Phase,Recall1,2085,Prolific
631512727c23394ca21acbfb,,box,0,0,1,Read,beach,Study1,M,Study Phase,Recall1,1181,Prolific
63d7d95057d77b4c34b3afe8,box,box,1,1,1,Read,beach,Study1,M,Study Phase,Recall1,1978,Prolific
55b2d3f2fdf99b525bc839aa,day,pie,0,0,1,Read,birthday,Study1,M,Study Phase,Recall1,935,Prolific
56fc8248b5648e000fac9980,cake,pie,0.25,0,1,Read,birthday,Study1,M,Study Phase,Recall1,774,Prolific
5a8b1ee2000dab00018cc7cd,pie,pie,1,1,1,Read,birthday,Study1,M,Study Phase,Recall1,9204,Prolific
5d4225e01985380018375d83,candle,pie,0.166666667,0,1,Read,birthday,Study1,M,Study Phase,Recall1,1443,Prolific
5f79bca83a2eb65c0983816d,cake,pie,0.25,0,1,Read,birthday,Study1,M,Study Phase,Recall1,1134,Prolific
602454a47d0d7d121a1e444b,pie,pie,1,1,1,Read,birthday,Study1,M,Study Phase,Recall1,5918,Prolific
6107d8ee8bd9a035d04f6d98,,pie,0,0,1,Read,birthday,Study1,M,Study Phase,Recall1,1847,Prolific
6172607a932e0b0c3523854d,pie,pie,1,1,1,Read,birthday,Study1,M,Study Phase,Recall1,554,Prolific
62877d5f6a054e53313ac916,cake,pie,0.25,0,1,Read,birthday,Study1,M,Study Phase,Recall1,538,Prolific
628e0063fa56e316da2a71cb,pie,pie,1,1,1,Read,birthday,Study1,M,Study Phase,Recall1,1503,Prolific
631512727c23394ca21acbfb,pie,pie,1,1,1,Read,birthday,Study1,M,Study Phase,Recall1,1489,Prolific
63d7d95057d77b4c34b3afe8,pie,pie,1,1,1,Read,birthday,Study1,M,Study Phase,Recall1,3663,Prolific
55b2d3f2fdf99b525bc839aa,bread,hand,0.4,0,1,Read,cake,Study1,U,Study Phase,Recall1,818,Prolific
56fc8248b5648e000fac9980,layer,hand,0.2,0,1,Read,cake,Study1,U,Study Phase,Recall1,764,Prolific
5a8b1ee2000dab00018cc7cd,hand,hand,1,1,1,Read,cake,Study1,U,Study Phase,Recall1,7429,Prolific
5d4225e01985380018375d83,bake,hand,0.25,0,1,Read,cake,Study1,U,Study Phase,Recall1,982,Prolific
5f79bca83a2eb65c0983816d,eat,hand,0.25,0,1,Read,cake,Study1,U,Study Phase,Recall1,1121,Prolific
602454a47d0d7d121a1e444b,hand,hand,1,1,1,Read,cake,Study1,U,Study Phase,Recall1,2281,Prolific
6107d8ee8bd9a035d04f6d98,,hand,0,0,1,Read,cake,Study1,U,Study Phase,Recall1,1830,Prolific
6172607a932e0b0c3523854d,pie,hand,0,0,1,Read,cake,Study1,U,Study Phase,Recall1,842,Prolific
62877d5f6a054e53313ac916,birthday,hand,0.375,0,1,Read,cake,Study1,U,Study Phase,Recall1,532,Prolific
628e0063fa56e316da2a71cb,,hand,0,0,1,Read,cake,Study1,U,Study Phase,Recall1,2031,Prolific
631512727c23394ca21acbfb,,hand,0,0,1,Read,cake,Study1,U,Study Phase,Recall1,1554,Prolific
63d7d95057d77b4c34b3afe8,eat,hand,0.25,0,1,Read,cake,Study1,U,Study Phase,Recall1,2473,Prolific
55b2d3f2fdf99b525bc839aa,maze,carpet,0.333333333,0,1,Read,ceiling,Study1,M,Study Phase,Recall1,906,Prolific
56fc8248b5648e000fac9980,fan,carpet,0.166666667,0,1,Read,ceiling,Study1,M,Study Phase,Recall1,1924,Prolific
5a8b1ee2000dab00018cc7cd,carpet,carpet,1,1,1,Read,ceiling,Study1,M,Study Phase,Recall1,8195,Prolific
5d4225e01985380018375d83,high,carpet,0,0,1,Read,ceiling,Study1,M,Study Phase,Recall1,1322,Prolific
5f79bca83a2eb65c0983816d,floor,carpet,0.166666667,0,1,Read,ceiling,Study1,M,Study Phase,Recall1,1559,Prolific
602454a47d0d7d121a1e444b,carpet,carpet,1,1,1,Read,ceiling,Study1,M,Study Phase,Recall1,3735,Prolific
6107d8ee8bd9a035d04f6d98,,carpet,0,0,1,Read,ceiling,Study1,M,Study Phase,Recall1,1828,Prolific
6172607a932e0b0c3523854d,roof,carpet,0.166666667,0,1,Read,ceiling,Study1,M,Study Phase,Recall1,1697,Prolific
62877d5f6a054e53313ac916,carpet,carpet,1,1,1,Read,ceiling,Study1,M,Study Phase,Recall1,803,Prolific
628e0063fa56e316da2a71cb,carpet,carpet,1,1,1,Read,ceiling,Study1,M,Study Phase,Recall1,2443,Prolific
631512727c23394ca21acbfb,,carpet,0,0,1,Read,ceiling,Study1,M,Study Phase,Recall1,2093,Prolific
63d7d95057d77b4c34b3afe8,carpet,carpet,1,1,1,Read,ceiling,Study1,M,Study Phase,Recall1,1232,Prolific
55b2d3f2fdf99b525bc839aa,dance,dance,1,1,1,Read,circle,Study1,M,Study Phase,Recall1,2186,Prolific
56fc8248b5648e000fac9980,square,dance,0.333333333,0,1,Read,circle,Study1,M,Study Phase,Recall1,1217,Prolific
5a8b1ee2000dab00018cc7cd,dance,dance,1,1,1,Read,circle,Study1,M,Study Phase,Recall1,11242,Prolific
5d4225e01985380018375d83,shape,dance,0.4,0,1,Read,circle,Study1,M,Study Phase,Recall1,2057,Prolific
5f79bca83a2eb65c0983816d,round ,dance,0.333333333,0,1,Read,circle,Study1,M,Study Phase,Recall1,1300,Prolific
602454a47d0d7d121a1e444b,sqaure,dance,0.333333333,0,1,Read,circle,Study1,M,Study Phase,Recall1,2440,Prolific
6107d8ee8bd9a035d04f6d98,,dance,0,0,1,Read,circle,Study1,M,Study Phase,Recall1,1461,Prolific
6172607a932e0b0c3523854d,dance,dance,1,1,1,Read,circle,Study1,M,Study Phase,Recall1,1381,Prolific
62877d5f6a054e53313ac916,shape,dance,0.4,0,1,Read,circle,Study1,M,Study Phase,Recall1,715,Prolific
628e0063fa56e316da2a71cb,wagon,dance,0.4,0,1,Read,circle,Study1,M,Study Phase,Recall1,2145,Prolific
631512727c23394ca21acbfb,,dance,0,0,1,Read,circle,Study1,M,Study Phase,Recall1,1078,Prolific
63d7d95057d77b4c34b3afe8,square,dance,0.333333333,0,1,Read,circle,Study1,M,Study Phase,Recall1,1873,Prolific
55b2d3f2fdf99b525bc839aa,pop,election,0.125,0,1,Read,crackle,Study1,U,Study Phase,Recall1,1213,Prolific
56fc8248b5648e000fac9980,glass,election,0.125,0,1,Read,crackle,Study1,U,Study Phase,Recall1,1633,Prolific
