id,Response,key,percent_match,Scored,Condition.Number,Condition.Description,Stimuli.Cue,Stimuli.Shuffle,Stimuli.Stimuli.Notes,Procedure.Shuffle,Response.JOL,Procedure.Shuffle.1,Response.RT,Platform
565c6791c121fe0012fc3caf,love,love,1,1,2,JOL,affection,Study1,F,Study Phase,20,Recall1,4277,Prolific
58ed7f5aac62dc00019366a9,,love,0,0,2,JOL,affection,Study1,F,Study Phase,98,Recall1,5524,Prolific
5c0dbb9b9166290001253342,love,love,1,1,2,JOL,affection,Study1,F,Study Phase,90,Recall1,4563,Prolific
5dd0749782569a156ed4f658,love,love,1,1,2,JOL,affection,Study1,F,Study Phase,85,Recall1,4720,Prolific
5e0a434b8676812de85037c3,love,love,1,1,2,JOL,affection,Study1,F,Study Phase,60,Recall1,2136,Prolific
61041a3b4159985f5294a436,love,love,1,1,2,JOL,affection,Study1,F,Study Phase,99,Recall1,4019,Prolific
62029a55ef1cb18a1337c61a,love,love,1,1,2,JOL,affection,Study1,F,Study Phase,100,Recall1,1360,Prolific
62d43cee3d60ac98c1dcacc8,caring,love,0,0,2,JOL,affection,Study1,F,Study Phase,75,Recall1,5917,Prolific
630cc9747cb664e8a03c29f0,love,love,1,1,2,JOL,affection,Study1,F,Study Phase,55,Recall1,3093,Prolific
63a68daa57320319534db166,love,love,1,1,2,JOL,affection,Study1,F,Study Phase,80,Recall1,6338,Prolific
63d000d62878aa92b833c5fc,love,love,1,1,2,JOL,affection,Study1,F,Study Phase,65,Recall1,2645,Prolific
63d82b2de40f94ceb14816cc,love,love,1,1,2,JOL,affection,Study1,F,Study Phase,60,Recall1,5289,Prolific
63d87d58ddc4d930bbc9568e,love,love,1,1,2,JOL,affection,Study1,F,Study Phase,45,Recall1,5392,Prolific
565c6791c121fe0012fc3caf,,bounce,0,0,2,JOL,bat,Study1,M,Study Phase,5,Recall1,3189,Prolific
58ed7f5aac62dc00019366a9,ball,bounce,0.166666667,0,2,JOL,bat,Study1,M,Study Phase,1,Recall1,3539,Prolific
5c0dbb9b9166290001253342,bounce,bounce,1,1,2,JOL,bat,Study1,M,Study Phase,0,Recall1,3817,Prolific
5dd0749782569a156ed4f658,bounce,bounce,1,1,2,JOL,bat,Study1,M,Study Phase,22,Recall1,6826,Prolific
5e0a434b8676812de85037c3,ball,bounce,0.166666667,0,2,JOL,bat,Study1,M,Study Phase,25,Recall1,1971,Prolific
61041a3b4159985f5294a436,bounce,bounce,1,1,2,JOL,bat,Study1,M,Study Phase,30,Recall1,3025,Prolific
62029a55ef1cb18a1337c61a,bounce,bounce,1,1,2,JOL,bat,Study1,M,Study Phase,0,Recall1,949,Prolific
62d43cee3d60ac98c1dcacc8,round,bounce,0.5,0,2,JOL,bat,Study1,M,Study Phase,4,Recall1,2096,Prolific
630cc9747cb664e8a03c29f0,ball,bounce,0.166666667,0,2,JOL,bat,Study1,M,Study Phase,15,Recall1,11725,Prolific
63a68daa57320319534db166,bounce,bounce,1,1,2,JOL,bat,Study1,M,Study Phase,40,Recall1,8838,Prolific
63d000d62878aa92b833c5fc,,bounce,0,0,2,JOL,bat,Study1,M,Study Phase,1,Recall1,1585,Prolific
63d82b2de40f94ceb14816cc,bounce,bounce,1,1,2,JOL,bat,Study1,M,Study Phase,30,Recall1,5768,Prolific
63d87d58ddc4d930bbc9568e,boulder,bounce,0.571428571,0,2,JOL,bat,Study1,M,Study Phase,3,Recall1,10024,Prolific
565c6791c121fe0012fc3caf,ball,box,0.25,0,2,JOL,beach,Study1,M,Study Phase,5,Recall1,3595,Prolific
58ed7f5aac62dc00019366a9,ball,box,0.25,0,2,JOL,beach,Study1,M,Study Phase,25,Recall1,3721,Prolific
5c0dbb9b9166290001253342,,box,0,0,2,JOL,beach,Study1,M,Study Phase,0,Recall1,4829,Prolific
5dd0749782569a156ed4f658,,box,0,0,2,JOL,beach,Study1,M,Study Phase,10,Recall1,4740,Prolific
5e0a434b8676812de85037c3,ball,box,0.25,0,2,JOL,beach,Study1,M,Study Phase,50,Recall1,2595,Prolific
61041a3b4159985f5294a436,fuzzy,box,0,0,2,JOL,beach,Study1,M,Study Phase,5,Recall1,2175,Prolific
62029a55ef1cb18a1337c61a,,box,0,0,2,JOL,beach,Study1,M,Study Phase,0,Recall1,997,Prolific
62d43cee3d60ac98c1dcacc8,sunny,box,0,0,2,JOL,beach,Study1,M,Study Phase,4,Recall1,2727,Prolific
630cc9747cb664e8a03c29f0,sand,box,0,0,2,JOL,beach,Study1,M,Study Phase,5,Recall1,4250,Prolific
63a68daa57320319534db166,day,box,0,0,2,JOL,beach,Study1,M,Study Phase,40,Recall1,11239,Prolific
63d000d62878aa92b833c5fc,,box,0,0,2,JOL,beach,Study1,M,Study Phase,1,Recall1,2029,Prolific
63d82b2de40f94ceb14816cc,box,box,1,1,2,JOL,beach,Study1,M,Study Phase,15,Recall1,7142,Prolific
63d87d58ddc4d930bbc9568e,,box,0,0,2,JOL,beach,Study1,M,Study Phase,12,Recall1,15013,Prolific
565c6791c121fe0012fc3caf,card,pie,0,0,2,JOL,birthday,Study1,M,Study Phase,20,Recall1,4596,Prolific
58ed7f5aac62dc00019366a9,cake,pie,0.25,0,2,JOL,birthday,Study1,M,Study Phase,1,Recall1,4149,Prolific
5c0dbb9b9166290001253342,,pie,0,0,2,JOL,birthday,Study1,M,Study Phase,50,Recall1,5004,Prolific
5dd0749782569a156ed4f658,pie,pie,1,1,2,JOL,birthday,Study1,M,Study Phase,20,Recall1,6252,Prolific
5e0a434b8676812de85037c3,balloons,pie,0,0,2,JOL,birthday,Study1,M,Study Phase,40,Recall1,2100,Prolific
61041a3b4159985f5294a436,pie,pie,1,1,2,JOL,birthday,Study1,M,Study Phase,1,Recall1,5086,Prolific
62029a55ef1cb18a1337c61a,pie,pie,1,1,2,JOL,birthday,Study1,M,Study Phase,60,Recall1,2927,Prolific
62d43cee3d60ac98c1dcacc8,cake,pie,0.25,0,2,JOL,birthday,Study1,M,Study Phase,15,Recall1,2377,Prolific
630cc9747cb664e8a03c29f0,pie,pie,1,1,2,JOL,birthday,Study1,M,Study Phase,30,Recall1,4483,Prolific
63a68daa57320319534db166,pie,pie,1,1,2,JOL,birthday,Study1,M,Study Phase,73,Recall1,10672,Prolific
63d000d62878aa92b833c5fc,pie,pie,1,1,2,JOL,birthday,Study1,M,Study Phase,12,Recall1,3687,Prolific
63d82b2de40f94ceb14816cc,cake,pie,0.25,0,2,JOL,birthday,Study1,M,Study Phase,15,Recall1,5114,Prolific
63d87d58ddc4d930bbc9568e,pie,pie,1,1,2,JOL,birthday,Study1,M,Study Phase,50,Recall1,8226,Prolific
565c6791c121fe0012fc3caf,,hand,0,0,2,JOL,cake,Study1,U,Study Phase,0,Recall1,4557,Prolific
58ed7f5aac62dc00019366a9,,hand,0,0,2,JOL,cake,Study1,U,Study Phase,8,Recall1,21395,Prolific
5c0dbb9b9166290001253342,,hand,0,0,2,JOL,cake,Study1,U,Study Phase,0,Recall1,2812,Prolific
5dd0749782569a156ed4f658,,hand,0,0,2,JOL,cake,Study1,U,Study Phase,20,Recall1,2173,Prolific
5e0a434b8676812de85037c3,birthday,hand,0.375,0,2,JOL,cake,Study1,U,Study Phase,60,Recall1,3244,Prolific
61041a3b4159985f5294a436,hand,hand,1,1,2,JOL,cake,Study1,U,Study Phase,5,Recall1,2824,Prolific
62029a55ef1cb18a1337c61a,,hand,0,0,2,JOL,cake,Study1,U,Study Phase,10,Recall1,2786,Prolific
62d43cee3d60ac98c1dcacc8,mix,hand,0,0,2,JOL,cake,Study1,U,Study Phase,5,Recall1,2457,Prolific
630cc9747cb664e8a03c29f0,ring,hand,0.25,0,2,JOL,cake,Study1,U,Study Phase,15,Recall1,4297,Prolific
63a68daa57320319534db166,pie,hand,0,0,2,JOL,cake,Study1,U,Study Phase,53,Recall1,7315,Prolific
63d000d62878aa92b833c5fc,,hand,0,0,2,JOL,cake,Study1,U,Study Phase,20,Recall1,2303,Prolific
63d82b2de40f94ceb14816cc,,hand,0,0,2,JOL,cake,Study1,U,Study Phase,20,Recall1,5525,Prolific
63d87d58ddc4d930bbc9568e,hand,hand,1,1,2,JOL,cake,Study1,U,Study Phase,0,Recall1,6684,Prolific
565c6791c121fe0012fc3caf,floor,carpet,0.166666667,0,2,JOL,ceiling,Study1,M,Study Phase,15,Recall1,4671,Prolific
58ed7f5aac62dc00019366a9,carpet,carpet,1,1,2,JOL,ceiling,Study1,M,Study Phase,1,Recall1,4669,Prolific
5c0dbb9b9166290001253342,,carpet,0,0,2,JOL,ceiling,Study1,M,Study Phase,65,Recall1,6369,Prolific
5dd0749782569a156ed4f658,carpet,carpet,1,1,2,JOL,ceiling,Study1,M,Study Phase,10,Recall1,3234,Prolific
5e0a434b8676812de85037c3,fan,carpet,0.166666667,0,2,JOL,ceiling,Study1,M,Study Phase,25,Recall1,2491,Prolific
61041a3b4159985f5294a436,,carpet,0,0,2,JOL,ceiling,Study1,M,Study Phase,2,Recall1,2977,Prolific
62029a55ef1cb18a1337c61a,carpet,carpet,1,1,2,JOL,ceiling,Study1,M,Study Phase,10,Recall1,1653,Prolific
62d43cee3d60ac98c1dcacc8,carpet,carpet,1,1,2,JOL,ceiling,Study1,M,Study Phase,1,Recall1,1834,Prolific
630cc9747cb664e8a03c29f0,carpet,carpet,1,1,2,JOL,ceiling,Study1,M,Study Phase,40,Recall1,3380,Prolific
63a68daa57320319534db166,carpet,carpet,1,1,2,JOL,ceiling,Study1,M,Study Phase,50,Recall1,5953,Prolific
63d000d62878aa92b833c5fc,carpet,carpet,1,1,2,JOL,ceiling,Study1,M,Study Phase,30,Recall1,2924,Prolific
63d82b2de40f94ceb14816cc,carpet,carpet,1,1,2,JOL,ceiling,Study1,M,Study Phase,40,Recall1,6618,Prolific
63d87d58ddc4d930bbc9568e,carpet,carpet,1,1,2,JOL,ceiling,Study1,M,Study Phase,70,Recall1,8548,Prolific
565c6791c121fe0012fc3caf,square,dance,0.333333333,0,2,JOL,circle,Study1,M,Study Phase,0,Recall1,3080,Prolific
58ed7f5aac62dc00019366a9,oval,dance,0.2,0,2,JOL,circle,Study1,M,Study Phase,5,Recall1,3808,Prolific
5c0dbb9b9166290001253342,dance,dance,1,1,2,JOL,circle,Study1,M,Study Phase,15,Recall1,6602,Prolific
5dd0749782569a156ed4f658,dance,dance,1,1,2,JOL,circle,Study1,M,Study Phase,30,Recall1,5628,Prolific
5e0a434b8676812de85037c3,round,dance,0.4,0,2,JOL,circle,Study1,M,Study Phase,30,Recall1,2895,Prolific
61041a3b4159985f5294a436,,dance,0,0,2,JOL,circle,Study1,M,Study Phase,10,Recall1,3533,Prolific
62029a55ef1cb18a1337c61a,,dance,0,0,2,JOL,circle,Study1,M,Study Phase,0,Recall1,818,Prolific
62d43cee3d60ac98c1dcacc8,round,dance,0.4,0,2,JOL,circle,Study1,M,Study Phase,5,Recall1,2153,Prolific
630cc9747cb664e8a03c29f0,tree,dance,0.2,0,2,JOL,circle,Study1,M,Study Phase,15,Recall1,5348,Prolific
63a68daa57320319534db166,horse,dance,0.2,0,2,JOL,circle,Study1,M,Study Phase,78,Recall1,23468,Prolific
63d000d62878aa92b833c5fc,dance,dance,1,1,2,JOL,circle,Study1,M,Study Phase,5,Recall1,2614,Prolific
63d82b2de40f94ceb14816cc,,dance,0,0,2,JOL,circle,Study1,M,Study Phase,50,Recall1,4024,Prolific
63d87d58ddc4d930bbc9568e,dance,dance,1,1,2,JOL,circle,Study1,M,Study Phase,39,Recall1,10012,Prolific
565c6791c121fe0012fc3caf,,election,0,0,2,JOL,crackle,Study1,U,Study Phase,0,Recall1,2913,Prolific
58ed7f5aac62dc00019366a9,,election,0,0,2,JOL,crackle,Study1,U,Study Phase,1,Recall1,3271,Prolific
5c0dbb9b9166290001253342,,election,0,0,2,JOL,crackle,Study1,U,Study Phase,100,Recall1,11814,Prolific
5dd0749782569a156ed4f658,,election,0,0,2,JOL,crackle,Study1,U,Study Phase,10,Recall1,3990,Prolific
5e0a434b8676812de85037c3,pop,election,0.125,0,2,JOL,crackle,Study1,U,Study Phase,20,Recall1,4731,Prolific
61041a3b4159985f5294a436,,election,0,0,2,JOL,crackle,Study1,U,Study Phase,0,Recall1,3755,Prolific
62029a55ef1cb18a1337c61a,election,election,1,1,2,JOL,crackle,Study1,U,Study Phase,0,Recall1,1497,Prolific
62d43cee3d60ac98c1dcacc8,snap,election,0.125,0,2,JOL,crackle,Study1,U,Study Phase,1,Recall1,2352,Prolific
630cc9747cb664e8a03c29f0,election,election,1,1,2,JOL,crackle,Study1,U,Study Phase,5,Recall1,4256,Prolific
63a68daa57320319534db166,election,election,1,1,2,JOL,crackle,Study1,U,Study Phase,30,Recall1,11400,Prolific
63d000d62878aa92b833c5fc,,election,0,0,2,JOL,crackle,Study1,U,Study Phase,1,Recall1,1764,Prolific
63d82b2de40f94ceb14816cc,light,election,0.375,0,2,JOL,crackle,Study1,U,Study Phase,15,Recall1,6668,Prolific
63d87d58ddc4d930bbc9568e,,election,0,0,2,JOL,crackle,Study1,U,Study Phase,6,Recall1,5838,Prolific
565c6791c121fe0012fc3caf,card,card,1,1,2,JOL,credit,Study1,F,Study Phase,60,Recall1,6930,Prolific
58ed7f5aac62dc00019366a9,card,card,1,1,2,JOL,credit,Study1,F,Study Phase,98,Recall1,2671,Prolific
5c0dbb9b9166290001253342,card,card,1,1,2,JOL,credit,Study1,F,Study Phase,100,Recall1,2940,Prolific
5dd0749782569a156ed4f658,card,card,1,1,2,JOL,credit,Study1,F,Study Phase,99,Recall1,6404,Prolific
5e0a434b8676812de85037c3,card,card,1,1,2,JOL,credit,Study1,F,Study Phase,25,Recall1,2038,Prolific
61041a3b4159985f5294a436,card,card,1,1,2,JOL,credit,Study1,F,Study Phase,100,Recall1,3089,Prolific
62029a55ef1cb18a1337c61a,card,card,1,1,2,JOL,credit,Study1,F,Study Phase,100,Recall1,1223,Prolific
62d43cee3d60ac98c1dcacc8,card,card,1,1,2,JOL,credit,Study1,F,Study Phase,80,Recall1,4587,Prolific
630cc9747cb664e8a03c29f0,card,card,1,1,2,JOL,credit,Study1,F,Study Phase,80,Recall1,5010,Prolific
63a68daa57320319534db166,card,card,1,1,2,JOL,credit,Study1,F,Study Phase,90,Recall1,6600,Prolific
63d000d62878aa92b833c5fc,card,card,1,1,2,JOL,credit,Study1,F,Study Phase,75,Recall1,2632,Prolific
63d82b2de40f94ceb14816cc,card,card,1,1,2,JOL,credit,Study1,F,Study Phase,95,Recall1,3701,Prolific
63d87d58ddc4d930bbc9568e,card,card,1,1,2,JOL,credit,Study1,F,Study Phase,90,Recall1,3580,Prolific
565c6791c121fe0012fc3caf,,bottle,0,0,2,JOL,cry,Study1,M,Study Phase,10,Recall1,5137,Prolific
58ed7f5aac62dc00019366a9,,bottle,0,0,2,JOL,cry,Study1,M,Study Phase,25,Recall1,5711,Prolific
5c0dbb9b9166290001253342,,bottle,0,0,2,JOL,cry,Study1,M,Study Phase,90,Recall1,3226,Prolific
5dd0749782569a156ed4f658,,bottle,0,0,2,JOL,cry,Study1,M,Study Phase,50,Recall1,3862,Prolific
5e0a434b8676812de85037c3,emotion,bottle,0.428571429,0,2,JOL,cry,Study1,M,Study Phase,30,Recall1,3453,Prolific
61041a3b4159985f5294a436,,bottle,0,0,2,JOL,cry,Study1,M,Study Phase,60,Recall1,4169,Prolific
