Cue,Answer,Shuffle,Stimuli Notes,Value
 ,FEATHER,RECOG,Presented,113
 ,SEED,RECOG,Presented,114
 ,CAVE,RECOG,Presented,115
 ,BASKET,RECOG,Presented,116
 ,THIGH,RECOG,Presented,117
 ,PEAK,RECOG,Presented,118
 ,KNOB,RECOG,Presented,119
 ,MUSCLE,RECOG,Presented,120
 ,PLANT,RECOG,Presented,121
 ,CUT,RECOG,Presented,122
 ,HAMMER,RECOG,Presented,123
 ,CLOTHES,RECOG,Presented,124
 ,RED,RECOG,Presented,125
 ,FIRE,RECOG,Presented,126
 ,PAPER,RECOG,Presented,127
 ,SMELL,RECOG,Presented,128
 ,BASEBALL,RECOG,Presented,129
 ,STING,RECOG,Presented,130
 ,FIGHT,RECOG,Presented,131
 ,COLD,RECOG,Presented,132
 ,COW,RECOG,Presented,133
 ,BUG,RECOG,Presented,134
 ,WATER,RECOG,Presented,135
 ,VASE                     ,RECOG,Presented,136
 ,CAR,RECOG,Presented,137
 ,WOLF,RECOG,Presented,138
 ,ACCIDENT,RECOG,Presented,139
 ,RIDDLE,RECOG,Presented,140
 ,CLUTTER                  ,RECOG,Presented,141
 ,SACK,RECOG,Presented,142
 ,HORN,RECOG,Presented,143
 ,BUSINESS,RECOG,Presented,144
 ,HIDE                     ,RECOG,Presented,145
 ,TOIL                     ,RECOG,Presented,146
 ,OUNCE                    ,RECOG,Presented,147
 ,BRONZE                   ,RECOG,Presented,148
 ,CHILDREN,RECOG,Presented,149
 ,LEG,RECOG,Presented,150
