Username,ID,ExperimentName,Session,Trial,Date,TimeDif,"Condition Number","Stimuli File","Order File","Condition Description","Condition Notes",Stimuli*Cue,Stimuli*Answer,Stimuli*Shuffle,"Stimuli*Stimuli Notes",Stimuli*Value,Procedure*Item,"Procedure*Trial Type","Procedure*Max Time","Procedure*Min Time",Procedure*Text,"Procedure*Procedure Notes",Procedure*Shuffle,Procedure*,Response*RT,Response*Response,Response*Accuracy,Response*RTfirst,Response*RTlast,Response*strictAcc,Response*lenientAcc,Response*focus,Response*JOL,Response*Focus
63d863ab3ccec5d222287168,8ij6w84gy9,"Mediated Recog Prolific",1,1,2023-05-08T21:02:47+00:00,6.0139541625977,8,versionD_stim.csv,JOLVersion_Recog.csv,"JOL Recog",JOL4,,,,,,0,Instruct,-,5,"In this section, you will be presented with a series of word pairs. Please study each word pair! Your memory will be tested!",Initial_Instruct,Instruct1,,5738,,,-1,-1,,,,,1
63d863ab3ccec5d222287168,8ij6w84gy9,"Mediated Recog Prolific",1,2,2023-05-08T21:02:59+00:00,12.261142969131,8,versionD_stim.csv,JOLVersion_Recog.csv,"JOL Recog",JOL4,,,,,,0,Instruct,-,10,"As you study, you will be asked to rate your ability to remember the second item in the pair on a later test. You will make these ratings using a 0 to 100 Scale.",,Instruct13,,11481,,,-1,-1,,,,,1
63d863ab3ccec5d222287168,8ij6w84gy9,"Mediated Recog Prolific",1,3,2023-05-08T21:03:10+00:00,11.354198932648,8,versionD_stim.csv,JOLVersion_Recog.csv,"JOL Recog",JOL4,,,,,,0,Instruct,-,10,"For example, if you are given the pair CAT - DOG, a rating of 0 indicates that you would not remember DOG at test, while a rating of 100 indicates full certainty that you would remember the word DOG at test.",,Instruct14,,10963,,,-1,-1,,,,,1
63d863ab3ccec5d222287168,8ij6w84gy9,"Mediated Recog Prolific",1,4,2023-05-08T21:03:22+00:00,11.610835075378,8,versionD_stim.csv,JOLVersion_Recog.csv,"JOL Recog",JOL4,,,,,,0,Instruct,-,10,"When making your ratings, it is criticial that you use the full range of the scale. You will be disqualified for only giving ratings of 0 or 100! After making your rating, press Enter to advance to the next pair.",,Instruct15,,11198,,,-1,-1,,,,,1
63d863ab3ccec5d222287168,8ij6w84gy9,"Mediated Recog Prolific",1,5,2023-05-08T21:03:24+00:00,2.1207299232483,8,versionD_stim.csv,JOLVersion_Recog.csv,"JOL Recog",JOL4,,,,,,0,Instruct,User,-,"You will now begin the study. Press Enter when you are ready to begin.",,Instruct16,,1700,,,-1,-1,,,,,1
63d863ab3ccec5d222287168,8ij6w84gy9,"Mediated Recog Prolific",1,6,2023-05-08T21:03:36+00:00,11.547964096069,8,versionD_stim.csv,JOLVersion_Recog.csv,"JOL Recog",JOL4,MONTH,YEAR,BUFFER3,Buffer,2,3,JOL,User,-,"How likely are you to correctly recall the second item in the pair?|Type your response on a scale from 0-100 and then press Enter.",Study/JOL,BUFFER,,11160,,,10421,10488,,,,70,1
63d863ab3ccec5d222287168,8ij6w84gy9,"Mediated Recog Prolific",1,7,2023-05-08T21:03:41+00:00,4.9191889762878,8,versionD_stim.csv,JOLVersion_Recog.csv,"JOL Recog",JOL4,TOOL,SHED,BUFFER3,Buffer,3,6,JOL,User,-,"How likely are you to correctly recall the second item in the pair?|Type your response on a scale from 0-100 and then press Enter.",Study/JOL,BUFFER,,4535,,,3499,3759,,,,40,1
63d863ab3ccec5d222287168,8ij6w84gy9,"Mediated Recog Prolific",1,8,2023-05-08T21:03:48+00:00,7.5701110363007,8,versionD_stim.csv,JOLVersion_Recog.csv,"JOL Recog",JOL4,OCTOBER,SPOOKY,BUFFER3,Buffer,5,5,JOL,User,-,"How likely are you to correctly recall the second item in the pair?|Type your response on a scale from 0-100 and then press Enter.",Study/JOL,BUFFER,,7177,,,5386,5507,,,,20,1
63d863ab3ccec5d222287168,8ij6w84gy9,"Mediated Recog Prolific",1,9,2023-05-08T21:03:54+00:00,5.5289959907532,8,versionD_stim.csv,JOLVersion_Recog.csv,"JOL Recog",JOL4,DAYS,WEAKS,BUFFER3,Buffer,1,4,JOL,User,-,"How likely are you to correctly recall the second item in the pair?|Type your response on a scale from 0-100 and then press Enter.",Study/JOL,BUFFER,,5131,,,3444,3654,,,,35,1
63d863ab3ccec5d222287168,8ij6w84gy9,"Mediated Recog Prolific",1,10,2023-05-08T21:03:59+00:00,5.3900179862976,8,versionD_stim.csv,JOLVersion_Recog.csv,"JOL Recog",JOL4,SPRING,MARCH,BUFFER3,Buffer,4,2,JOL,User,-,"How likely are you to correctly recall the second item in the pair?|Type your response on a scale from 0-100 and then press Enter.",Study/JOL,BUFFER,,4943,,,4071,4221,,,,80,1
63d863ab3ccec5d222287168,8ij6w84gy9,"Mediated Recog Prolific",1,11,2023-05-08T21:04:10+00:00,10.441009044647,8,versionD_stim.csv,JOLVersion_Recog.csv,"JOL Recog",JOL4,DOCUMENT,PAPER,Study2,F,27,28,JOL,User,-,"How likely are you to correctly recall the second item in the pair?|Type your response on a scale from 0-100 and then press Enter.",Study/JOL,"Study Phase",,7461,,,6905,7093,,,,50,1
