Username,ID,ExperimentName,Session,Trial,Date,TimeDif,"Condition Number","Stimuli File","Order File","Condition Description","Condition Notes",Stimuli*Cue,Stimuli*Answer,Stimuli*Shuffle,"Stimuli*Stimuli Notes",Stimuli*Value,Procedure*Item,"Procedure*Trial Type","Procedure*Max Time","Procedure*Min Time",Procedure*Text,"Procedure*Procedure Notes",Procedure*Shuffle,Procedure*,Response*RT,Response*Response,Response*Accuracy,Response*RTfirst,Response*RTlast,Response*strictAcc,Response*lenientAcc,Response*focus,Response*Focus
alliesmith,b94jt49as6,"Mediated JOLs",1,1,2023-04-07T19:13:05+00:00,5.6143851280212,5,versionC_stim.csv,ReadVersion_Recog.csv,"Read Recog",Read3,,,,,,0,Instruct,-,5,"In this section, you will be presented with a series of word pairs. Please study each word pair! Your memory will be tested!",Initial_Instruct,Instruct1,,5460,,,-1,-1,,,,1
alliesmith,b94jt49as6,"Mediated JOLs",1,2,2023-04-07T19:13:08+00:00,2.4585340023041,5,versionC_stim.csv,ReadVersion_Recog.csv,"Read Recog",Read3,,,,,,0,Instruct,User,-,"You will now begin. Press Enter when you are ready to begin.",,Instruct16,,2320,,,-1,-1,,,,1
alliesmith,b94jt49as6,"Mediated JOLs",1,3,2023-04-07T19:13:11+00:00,3.3110859394073,5,versionC_stim.csv,ReadVersion_Recog.csv,"Read Recog",Read3,SCARE,FRIGHT,BUFFER1,Buffer,4,4,Study,User,-,,Study/JOL,BUFFER,,3180,,,-1,-1,,,,1
alliesmith,b94jt49as6,"Mediated JOLs",1,4,2023-04-07T19:13:13+00:00,1.5082659721375,5,versionC_stim.csv,ReadVersion_Recog.csv,"Read Recog",Read3,PEANUT,BUTTER,BUFFER1,Buffer,3,3,Study,User,-,,Study/JOL,BUFFER,,1381,,,-1,-1,,,,1
alliesmith,b94jt49as6,"Mediated JOLs",1,5,2023-04-07T19:13:20+00:00,7.2460041046143,5,versionC_stim.csv,ReadVersion_Recog.csv,"Read Recog",Read3,PITCHER,CATCHER,BUFFER1,Buffer,2,5,Study,User,-,,Study/JOL,BUFFER,,7068,,,-1,-1,,,,1
alliesmith,b94jt49as6,"Mediated JOLs",1,6,2023-04-07T19:13:22+00:00,1.9997909069061,5,versionC_stim.csv,ReadVersion_Recog.csv,"Read Recog",Read3,TREES,GREEN,BUFFER1,Buffer,1,6,Study,User,-,,Study/JOL,BUFFER,,1867,,,-1,-1,,,,1
alliesmith,b94jt49as6,"Mediated JOLs",1,7,2023-04-07T19:13:26+00:00,3.7750570774078,5,versionC_stim.csv,ReadVersion_Recog.csv,"Read Recog",Read3,SPACE,JAM,BUFFER1,Buffer,5,2,Study,User,-,,Study/JOL,BUFFER,,3639,,,-1,-1,,,,1
alliesmith,b94jt49as6,"Mediated JOLs",1,8,2023-04-07T19:13:27+00:00,1.6730320453644,5,versionC_stim.csv,ReadVersion_Recog.csv,"Read Recog",Read3,HARD,COTTON,Study1,M,20,43,Study,User,-,,Study/JOL,"Study Phase",,1539,,,-1,-1,,,,1
alliesmith,b94jt49as6,"Mediated JOLs",1,9,2023-04-07T19:13:29+00:00,1.4994828701019,5,versionC_stim.csv,ReadVersion_Recog.csv,"Read Recog",Read3,VEHICLE,CHARM,Study1,U,40,16,Study,User,-,,Study/JOL,"Study Phase",,1373,,,-1,-1,,,,1
alliesmith,b94jt49as6,"Mediated JOLs",1,10,2023-04-07T19:13:31+00:00,2.0713109970093,5,versionC_stim.csv,ReadVersion_Recog.csv,"Read Recog",Read3,SWAN,BIRD,Study1,F,26,40,Study,User,-,,Study/JOL,"Study Phase",,1947,,,-1,-1,,,,1
alliesmith,b94jt49as6,"Mediated JOLs",1,11,2023-04-07T19:13:34+00:00,2.5731000900269,5,versionC_stim.csv,ReadVersion_Recog.csv,"Read Recog",Read3,HORSE,WHEEL,Study1,M,14,49,Study,User,-,,Study/JOL,"Study Phase",,2449,,,-1,-1,,,,1
alliesmith,b94jt49as6,"Mediated JOLs",1,12,2023-04-07T19:13:40+00:00,6.7468478679657,5,versionC_stim.csv,ReadVersion_Recog.csv,"Read Recog",Read3,BIRTHDAY,PIE,Study1,M,9,11,Study,User,-,,Study/JOL,"Study Phase",,6463,,,-1,-1,,,,1
alliesmith,b94jt49as6,"Mediated JOLs",1,13,2023-04-07T19:13:42+00:00,2.2430369853973,5,versionC_stim.csv,ReadVersion_Recog.csv,"Read Recog",Read3,WAR,QUIET,Study1,M,8,14,Study,User,-,,Study/JOL,"Study Phase",,1530,,,-1,-1,,,,1
alliesmith,b94jt49as6,"Mediated JOLs",1,14,2023-04-07T19:13:44+00:00,1.4700100421906,5,versionC_stim.csv,ReadVersion_Recog.csv,"Read Recog",Read3,BAT,BOUNCE,Study1,M,12,18,Study,User,-,,Study/JOL,"Study Phase",,1331,,,-1,-1,,,,1
alliesmith,b94jt49as6,"Mediated JOLs",1,15,2023-04-07T19:13:45+00:00,1.5193049907684,5,versionC_stim.csv,ReadVersion_Recog.csv,"Read Recog",Read3,CRACKLE,ELECTION,Study1,U,39,20,Study,User,-,,Study/JOL,"Study Phase",,1389,,,-1,-1,,,,1
alliesmith,b94jt49as6,"Mediated JOLs",1,16,2023-04-07T19:13:47+00:00,1.4368300437927,5,versionC_stim.csv,ReadVersion_Recog.csv,"Read Recog",Read3,MIRROR,MAROON,Study1,U,36,51,Study,User,-,,Study/JOL,"Study Phase",,1309,,,-1,-1,,,,1
alliesmith,b94jt49as6,"Mediated JOLs",1,17,2023-04-07T19:13:49+00:00,1.6520349979401,5,versionC_stim.csv,ReadVersion_Recog.csv,"Read Recog",Read3,CIRCLE,DANCE,Study1,M,13,45,Study,User,-,,Study/JOL,"Study Phase",,1526,,,-1,-1,,,,1
alliesmith,b94jt49as6,"Mediated JOLs",1,18,2023-04-07T19:13:52+00:00,3.7277760505676,5,versionC_stim.csv,ReadVersion_Recog.csv,"Read Recog",Read3,WAGE,MONEY,Study1,F,22,46,Study,User,-,,Study/JOL,"Study Phase",,3600,,,-1,-1,,,,1
alliesmith,b94jt49as6,"Mediated JOLs",1,19,2023-04-07T19:13:57+00:00,4.8515100479126,5,versionC_stim.csv,ReadVersion_Recog.csv,"Read Recog",Read3,SIGN,TICK,Study1,U,47,41,Study,User,-,,Study/JOL,"Study Phase",,4668,,,-1,-1,,,,1
alliesmith,b94jt49as6,"Mediated JOLs",1,20,2023-04-07T19:14:00+00:00,3.0633428096771,5,versionC_stim.csv,ReadVersion_Recog.csv,"Read Recog",Read3,LION,STRIPES,Study1,M,6,9,Study,User,-,,Study/JOL,"Study Phase",,2920,,,-1,-1,,,,1
alliesmith,b94jt49as6,"Mediated JOLs",1,21,2023-04-07T19:14:02+00:00,1.4561100006104,5,versionC_stim.csv,ReadVersion_Recog.csv,"Read Recog",Read3,CREDIT,CARD,Study1,F,33,23,Study,User,-,,Study/JOL,"Study Phase",,1317,,,-1,-1,,,,1
alliesmith,b94jt49as6,"Mediated JOLs",1,22,2023-04-07T19:14:06+00:00,4.0261750221252,5,versionC_stim.csv,ReadVersion_Recog.csv,"Read Recog",Read3,NAP,SLEEP,Study1,F,29,34,Study,User,-,,Study/JOL,"Study Phase",,3895,,,-1,-1,,,,1
alliesmith,b94jt49as6,"Mediated JOLs",1,23,2023-04-07T19:14:17+00:00,11.625017166138,5,versionC_stim.csv,ReadVersion_Recog.csv,"Read Recog",Read3,SHELL,SHAKE,Study1,U,43,35,Study,User,-,,Study/JOL,"Study Phase",,11425,,,-1,-1,,,,1
alliesmith,b94jt49as6,"Mediated JOLs",1,24,2023-04-07T19:14:19+00:00,1.2046518325806,5,versionC_stim.csv,ReadVersion_Recog.csv,"Read Recog",Read3,MAZE,PHONE,Study1,U,42,32,Study,User,-,,Study/JOL,"Study Phase",,1059,,,-1,-1,,,,1
