Username,ID,ExperimentName,Session,Trial,Date,TimeDif,"Condition Number","Stimuli File","Order File","Condition Description","Condition Notes",Stimuli*Cue,Stimuli*Answer,Stimuli*Shuffle,"Stimuli*Stimuli Notes",Stimuli*Value,Procedure*Item,"Procedure*Trial Type","Procedure*Max Time","Procedure*Min Time",Procedure*Text,"Procedure*Procedure Notes",Procedure*Shuffle,Procedure*,Response*RT,Response*Response,Response*Accuracy,Response*RTfirst,Response*RTlast,Response*strictAcc,Response*lenientAcc,Response*focus,Response*Focus
margowahden,ca34e8pr9u,"Mediated JOLs",1,1,2023-04-12T00:08:32+00:00,6.4130749702454,5,versionC_stim.csv,ReadVersion_Recog.csv,"Read Recog",Read3,,,,,,0,Instruct,-,5,"In this section, you will be presented with a series of word pairs. Please study each word pair! Your memory will be tested!",Initial_Instruct,Instruct1,,6208,,,-1,-1,,,,1
margowahden,ca34e8pr9u,"Mediated JOLs",1,2,2023-04-12T00:08:38+00:00,6.3815040588379,5,versionC_stim.csv,ReadVersion_Recog.csv,"Read Recog",Read3,,,,,,0,Instruct,User,-,"You will now begin. Press Enter when you are ready to begin.",,Instruct16,,6290,,,-1,-1,,,,1
margowahden,ca34e8pr9u,"Mediated JOLs",1,3,2023-04-12T00:08:43+00:00,4.3461818695068,5,versionC_stim.csv,ReadVersion_Recog.csv,"Read Recog",Read3,PEANUT,BUTTER,BUFFER1,Buffer,3,5,Study,User,-,,Study/JOL,BUFFER,,4255,,,-1,-1,,,,1
margowahden,ca34e8pr9u,"Mediated JOLs",1,4,2023-04-12T00:08:45+00:00,2.3083231449127,5,versionC_stim.csv,ReadVersion_Recog.csv,"Read Recog",Read3,SPACE,JAM,BUFFER1,Buffer,5,3,Study,User,-,,Study/JOL,BUFFER,,2212,,,-1,-1,,,,1
margowahden,ca34e8pr9u,"Mediated JOLs",1,5,2023-04-12T00:08:47+00:00,1.6213068962097,5,versionC_stim.csv,ReadVersion_Recog.csv,"Read Recog",Read3,TREES,GREEN,BUFFER1,Buffer,1,6,Study,User,-,,Study/JOL,BUFFER,,1525,,,-1,-1,,,,1
margowahden,ca34e8pr9u,"Mediated JOLs",1,6,2023-04-12T00:08:48+00:00,1.6897511482239,5,versionC_stim.csv,ReadVersion_Recog.csv,"Read Recog",Read3,PITCHER,CATCHER,BUFFER1,Buffer,2,2,Study,User,-,,Study/JOL,BUFFER,,1594,,,-1,-1,,,,1
margowahden,ca34e8pr9u,"Mediated JOLs",1,7,2023-04-12T00:08:50+00:00,1.6946759223938,5,versionC_stim.csv,ReadVersion_Recog.csv,"Read Recog",Read3,SCARE,FRIGHT,BUFFER1,Buffer,4,4,Study,User,-,,Study/JOL,BUFFER,,1602,,,-1,-1,,,,1
margowahden,ca34e8pr9u,"Mediated JOLs",1,8,2023-04-12T00:08:52+00:00,2.0555779933929,5,versionC_stim.csv,ReadVersion_Recog.csv,"Read Recog",Read3,TOOTH,HAIR,Study1,M,19,42,Study,User,-,,Study/JOL,"Study Phase",,1957,,,-1,-1,,,,1
margowahden,ca34e8pr9u,"Mediated JOLs",1,9,2023-04-12T00:08:54+00:00,1.5711259841919,5,versionC_stim.csv,ReadVersion_Recog.csv,"Read Recog",Read3,DAY,DARK,Study1,M,18,12,Study,User,-,,Study/JOL,"Study Phase",,1476,,,-1,-1,,,,1
margowahden,ca34e8pr9u,"Mediated JOLs",1,10,2023-04-12T00:08:55+00:00,1.2844440937042,5,versionC_stim.csv,ReadVersion_Recog.csv,"Read Recog",Read3,SIGN,TICK,Study1,U,47,46,Study,User,-,,Study/JOL,"Study Phase",,1181,,,-1,-1,,,,1
margowahden,ca34e8pr9u,"Mediated JOLs",1,11,2023-04-12T00:08:56+00:00,1.2217700481415,5,versionC_stim.csv,ReadVersion_Recog.csv,"Read Recog",Read3,SHELL,SHAKE,Study1,U,43,17,Study,User,-,,Study/JOL,"Study Phase",,1135,,,-1,-1,,,,1
margowahden,ca34e8pr9u,"Mediated JOLs",1,12,2023-04-12T00:08:58+00:00,2.1807098388672,5,versionC_stim.csv,ReadVersion_Recog.csv,"Read Recog",Read3,ROUGH,SILK,Study1,M,10,44,Study,User,-,,Study/JOL,"Study Phase",,2087,,,-1,-1,,,,1
margowahden,ca34e8pr9u,"Mediated JOLs",1,13,2023-04-12T00:09:00+00:00,1.0909140110016,5,versionC_stim.csv,ReadVersion_Recog.csv,"Read Recog",Read3,SOON,BELT,Study1,U,46,26,Study,User,-,,Study/JOL,"Study Phase",,999,,,-1,-1,,,,1
margowahden,ca34e8pr9u,"Mediated JOLs",1,14,2023-04-12T00:09:00+00:00,0.91984605789185,5,versionC_stim.csv,ReadVersion_Recog.csv,"Read Recog",Read3,TREE,SYRUP,Study1,M,11,13,Study,User,-,,Study/JOL,"Study Phase",,816,,,-1,-1,,,,1
margowahden,ca34e8pr9u,"Mediated JOLs",1,15,2023-04-12T00:09:02+00:00,1.0410349369049,5,versionC_stim.csv,ReadVersion_Recog.csv,"Read Recog",Read3,KEYS,ROD,Study1,U,45,35,Study,User,-,,Study/JOL,"Study Phase",,943,,,-1,-1,,,,1
margowahden,ca34e8pr9u,"Mediated JOLs",1,16,2023-04-12T00:09:02+00:00,0.91666507720947,5,versionC_stim.csv,ReadVersion_Recog.csv,"Read Recog",Read3,HORSE,WHEEL,Study1,M,14,29,Study,User,-,,Study/JOL,"Study Phase",,817,,,-1,-1,,,,1
margowahden,ca34e8pr9u,"Mediated JOLs",1,17,2023-04-12T00:09:04+00:00,1.6137709617615,5,versionC_stim.csv,ReadVersion_Recog.csv,"Read Recog",Read3,TEMPERATURE,MORNING,Study1,U,48,7,Study,User,-,,Study/JOL,"Study Phase",,1516,,,-1,-1,,,,1
margowahden,ca34e8pr9u,"Mediated JOLs",1,18,2023-04-12T00:09:05+00:00,1.4409980773926,5,versionC_stim.csv,ReadVersion_Recog.csv,"Read Recog",Read3,LISTEN,FICTION,Study1,U,44,45,Study,User,-,,Study/JOL,"Study Phase",,1354,,,-1,-1,,,,1
margowahden,ca34e8pr9u,"Mediated JOLs",1,19,2023-04-12T00:09:07+00:00,1.4904758930206,5,versionC_stim.csv,ReadVersion_Recog.csv,"Read Recog",Read3,STRETCH,CLOTH,Study1,U,37,51,Study,User,-,,Study/JOL,"Study Phase",,1380,,,-1,-1,,,,1
margowahden,ca34e8pr9u,"Mediated JOLs",1,20,2023-04-12T00:09:08+00:00,0.97460699081421,5,versionC_stim.csv,ReadVersion_Recog.csv,"Read Recog",Read3,CAKE,HAND,Study1,U,49,24,Study,User,-,,Study/JOL,"Study Phase",,879,,,-1,-1,,,,1
margowahden,ca34e8pr9u,"Mediated JOLs",1,21,2023-04-12T00:09:09+00:00,1.018296957016,5,versionC_stim.csv,ReadVersion_Recog.csv,"Read Recog",Read3,HARD,COTTON,Study1,M,20,31,Study,User,-,,Study/JOL,"Study Phase",,860,,,-1,-1,,,,1
margowahden,ca34e8pr9u,"Mediated JOLs",1,22,2023-04-12T00:09:11+00:00,2.2286550998688,5,versionC_stim.csv,ReadVersion_Recog.csv,"Read Recog",Read3,MULE,DONKEY,Study1,F,24,39,Study,User,-,,Study/JOL,"Study Phase",,2141,,,-1,-1,,,,1
margowahden,ca34e8pr9u,"Mediated JOLs",1,23,2023-04-12T00:09:13+00:00,1.5966858863831,5,versionC_stim.csv,ReadVersion_Recog.csv,"Read Recog",Read3,CRACKLE,ELECTION,Study1,U,39,37,Study,User,-,,Study/JOL,"Study Phase",,1508,,,-1,-1,,,,1
margowahden,ca34e8pr9u,"Mediated JOLs",1,24,2023-04-12T00:09:15+00:00,2.3216791152954,5,versionC_stim.csv,ReadVersion_Recog.csv,"Read Recog",Read3,SCALP,HEAD,Study1,F,23,16,Study,User,-,,Study/JOL,"Study Phase",,2225,,,-1,-1,,,,1
margowahden,ca34e8pr9u,"Mediated JOLs",1,25,2023-04-12T00:09:16+00:00,1.0699639320374,5,versionC_stim.csv,ReadVersion_Recog.csv,"Read Recog",Read3,ORCHID,FLOWER,Study1,F,34,9,Study,User,-,,Study/JOL,"Study Phase",,977,,,-1,-1,,,,1
margowahden,ca34e8pr9u,"Mediated JOLs",1,26,2023-04-12T00:09:17+00:00,1.0913190841675,5,versionC_stim.csv,ReadVersion_Recog.csv,"Read Recog",Read3,ROOT,PLANT,Study1,F,25,23,Study,User,-,,Study/JOL,"Study Phase",,1001,,,-1,-1,,,,1
margowahden,ca34e8pr9u,"Mediated JOLs",1,27,2023-04-12T00:09:18+00:00,1.0651559829712,5,versionC_stim.csv,ReadVersion_Recog.csv,"Read Recog",Read3,CRY,BOTTLE,Study1,M,16,36,Study,User,-,,Study/JOL,"Study Phase",,968,,,-1,-1,,,,1
margowahden,ca34e8pr9u,"Mediated JOLs",1,28,2023-04-12T00:09:19+00:00,1.1606678962708,5,versionC_stim.csv,ReadVersion_Recog.csv,"Read Recog",Read3,LION,STRIPES,Study1,M,6,34,Study,User,-,,Study/JOL,"Study Phase",,1072,,,-1,-1,,,,1
margowahden,ca34e8pr9u,"Mediated JOLs",1,29,2023-04-12T00:09:21+00:00,1.0307660102844,5,versionC_stim.csv,ReadVersion_Recog.csv,"Read Recog",Read3,CREDIT,CARD,Study1,F,33,28,Study,User,-,,Study/JOL,"Study Phase",,892,,,-1,-1,,,,1
margowahden,ca34e8pr9u,"Mediated JOLs",1,30,2023-04-12T00:09:22+00:00,1.0913071632385,5,versionC_stim.csv,ReadVersion_Recog.csv,"Read Recog",Read3,BIRTHDAY,PIE,Study1,M,9,49,Study,User,-,,Study/JOL,"Study Phase",,987,,,-1,-1,,,,1
margowahden,ca34e8pr9u,"Mediated JOLs",1,31,2023-04-12T00:09:23+00:00,1.1276469230652,5,versionC_stim.csv,ReadVersion_Recog.csv,"Read Recog",Read3,WAR,QUIET,Study1,M,8,18,Study,User,-,,Study/JOL,"Study Phase",,1034,,,-1,-1,,,,1
