Username,ID,ExperimentName,Session,Trial,Date,TimeDif,"Condition Number","Stimuli File","Order File","Condition Description","Condition Notes",Stimuli*Cue,Stimuli*Answer,Stimuli*Shuffle,"Stimuli*Stimuli Notes",Stimuli*Value,Procedure*Item,"Procedure*Trial Type","Procedure*Max Time","Procedure*Min Time",Procedure*Text,"Procedure*Procedure Notes",Procedure*Shuffle,Procedure*,Response*RT,Response*Response,Response*Accuracy,Response*RTfirst,Response*RTlast,Response*strictAcc,Response*lenientAcc,Response*focus,Response*Focus
5c9d05e72b3c77001744e8d2,xj5skrnsyt,"Mediated Recog Prolific",1,1,2023-05-08T19:42:50+00:00,8.5362799167633,5,versionC_stim.csv,ReadVersion_Recog.csv,"Read Recog",Read3,,,,,,0,Instruct,-,5,"In this section, you will be presented with a series of word pairs. Please study each word pair! Your memory will be tested!",Initial_Instruct,Instruct1,,8297,,,-1,-1,,,,1
5c9d05e72b3c77001744e8d2,xj5skrnsyt,"Mediated Recog Prolific",1,2,2023-05-08T19:42:52+00:00,2.2722709178925,5,versionC_stim.csv,ReadVersion_Recog.csv,"Read Recog",Read3,,,,,,0,Instruct,User,-,"You will now begin. Press Enter when you are ready to begin.",,Instruct16,,1885,,,-1,-1,,,,1
5c9d05e72b3c77001744e8d2,xj5skrnsyt,"Mediated Recog Prolific",1,3,2023-05-08T19:42:55+00:00,3.1622090339661,5,versionC_stim.csv,ReadVersion_Recog.csv,"Read Recog",Read3,TREES,GREEN,BUFFER1,Buffer,1,5,Study,User,-,,Study/JOL,BUFFER,,2782,,,-1,-1,,,,1
5c9d05e72b3c77001744e8d2,xj5skrnsyt,"Mediated Recog Prolific",1,4,2023-05-08T19:42:56+00:00,1.2850139141083,5,versionC_stim.csv,ReadVersion_Recog.csv,"Read Recog",Read3,PEANUT,BUTTER,BUFFER1,Buffer,3,6,Study,User,-,,Study/JOL,BUFFER,,898,,,-1,-1,,,,1
5c9d05e72b3c77001744e8d2,xj5skrnsyt,"Mediated Recog Prolific",1,5,2023-05-08T19:43:00+00:00,3.4644000530243,5,versionC_stim.csv,ReadVersion_Recog.csv,"Read Recog",Read3,SCARE,FRIGHT,BUFFER1,Buffer,4,2,Study,User,-,,Study/JOL,BUFFER,,3072,,,-1,-1,,,,1
5c9d05e72b3c77001744e8d2,xj5skrnsyt,"Mediated Recog Prolific",1,6,2023-05-08T19:43:02+00:00,2.5860021114349,5,versionC_stim.csv,ReadVersion_Recog.csv,"Read Recog",Read3,SPACE,JAM,BUFFER1,Buffer,5,4,Study,User,-,,Study/JOL,BUFFER,,2189,,,-1,-1,,,,1
5c9d05e72b3c77001744e8d2,xj5skrnsyt,"Mediated Recog Prolific",1,7,2023-05-08T19:43:05+00:00,2.9004020690918,5,versionC_stim.csv,ReadVersion_Recog.csv,"Read Recog",Read3,PITCHER,CATCHER,BUFFER1,Buffer,2,3,Study,User,-,,Study/JOL,BUFFER,,2519,,,-1,-1,,,,1
5c9d05e72b3c77001744e8d2,xj5skrnsyt,"Mediated Recog Prolific",1,8,2023-05-08T19:43:08+00:00,2.9513468742371,5,versionC_stim.csv,ReadVersion_Recog.csv,"Read Recog",Read3,CEILING,CARPET,Study1,M,15,41,Study,User,-,,Study/JOL,"Study Phase",,2567,,,-1,-1,,,,1
5c9d05e72b3c77001744e8d2,xj5skrnsyt,"Mediated Recog Prolific",1,9,2023-05-08T19:43:10+00:00,1.9160370826721,5,versionC_stim.csv,ReadVersion_Recog.csv,"Read Recog",Read3,LITTER,TRASH,Study1,F,21,31,Study,User,-,,Study/JOL,"Study Phase",,1534,,,-1,-1,,,,1
5c9d05e72b3c77001744e8d2,xj5skrnsyt,"Mediated Recog Prolific",1,10,2023-05-08T19:43:12+00:00,2.0660879611969,5,versionC_stim.csv,ReadVersion_Recog.csv,"Read Recog",Read3,TUNA,FISH,Study1,F,35,23,Study,User,-,,Study/JOL,"Study Phase",,1677,,,-1,-1,,,,1
5c9d05e72b3c77001744e8d2,xj5skrnsyt,"Mediated Recog Prolific",1,11,2023-05-08T19:43:14+00:00,1.8259689807892,5,versionC_stim.csv,ReadVersion_Recog.csv,"Read Recog",Read3,WAGE,MONEY,Study1,F,22,30,Study,User,-,,Study/JOL,"Study Phase",,1433,,,-1,-1,,,,1
5c9d05e72b3c77001744e8d2,xj5skrnsyt,"Mediated Recog Prolific",1,12,2023-05-08T19:43:16+00:00,1.8261969089508,5,versionC_stim.csv,ReadVersion_Recog.csv,"Read Recog",Read3,CIRCLE,DANCE,Study1,M,13,14,Study,User,-,,Study/JOL,"Study Phase",,1451,,,-1,-1,,,,1
5c9d05e72b3c77001744e8d2,xj5skrnsyt,"Mediated Recog Prolific",1,13,2023-05-08T19:43:18+00:00,1.6977210044861,5,versionC_stim.csv,ReadVersion_Recog.csv,"Read Recog",Read3,ROUGH,SILK,Study1,M,10,9,Study,User,-,,Study/JOL,"Study Phase",,1312,,,-1,-1,,,,1
5c9d05e72b3c77001744e8d2,xj5skrnsyt,"Mediated Recog Prolific",1,14,2023-05-08T19:43:19+00:00,1.6685860157013,5,versionC_stim.csv,ReadVersion_Recog.csv,"Read Recog",Read3,VEHICLE,CHARM,Study1,U,40,45,Study,User,-,,Study/JOL,"Study Phase",,1288,,,-1,-1,,,,1
5c9d05e72b3c77001744e8d2,xj5skrnsyt,"Mediated Recog Prolific",1,15,2023-05-08T19:43:22+00:00,2.6781859397888,5,versionC_stim.csv,ReadVersion_Recog.csv,"Read Recog",Read3,SCALP,HEAD,Study1,F,23,8,Study,User,-,,Study/JOL,"Study Phase",,2289,,,-1,-1,,,,1
5c9d05e72b3c77001744e8d2,xj5skrnsyt,"Mediated Recog Prolific",1,16,2023-05-08T19:43:26+00:00,3.7114210128784,5,versionC_stim.csv,ReadVersion_Recog.csv,"Read Recog",Read3,KEYS,ROD,Study1,U,45,11,Study,User,-,,Study/JOL,"Study Phase",,3329,,,-1,-1,,,,1
5c9d05e72b3c77001744e8d2,xj5skrnsyt,"Mediated Recog Prolific",1,17,2023-05-08T19:43:28+00:00,1.9951560497284,5,versionC_stim.csv,ReadVersion_Recog.csv,"Read Recog",Read3,MULE,DONKEY,Study1,F,30,46,Study,User,-,,Study/JOL,"Study Phase",,1610,,,-1,-1,,,,1
5c9d05e72b3c77001744e8d2,xj5skrnsyt,"Mediated Recog Prolific",1,18,2023-05-08T19:43:31+00:00,3.2704570293427,5,versionC_stim.csv,ReadVersion_Recog.csv,"Read Recog",Read3,HORSE,WHEEL,Study1,M,14,35,Study,User,-,,Study/JOL,"Study Phase",,2894,,,-1,-1,,,,1
5c9d05e72b3c77001744e8d2,xj5skrnsyt,"Mediated Recog Prolific",1,19,2023-05-08T19:43:34+00:00,3.3725380897522,5,versionC_stim.csv,ReadVersion_Recog.csv,"Read Recog",Read3,SWAN,BIRD,Study1,F,26,25,Study,User,-,,Study/JOL,"Study Phase",,2972,,,-1,-1,,,,1
5c9d05e72b3c77001744e8d2,xj5skrnsyt,"Mediated Recog Prolific",1,20,2023-05-08T19:43:37+00:00,2.2838728427887,5,versionC_stim.csv,ReadVersion_Recog.csv,"Read Recog",Read3,HARD,COTTON,Study1,M,20,36,Study,User,-,,Study/JOL,"Study Phase",,1903,,,-1,-1,,,,1
5c9d05e72b3c77001744e8d2,xj5skrnsyt,"Mediated Recog Prolific",1,21,2023-05-08T19:43:39+00:00,2.5850040912628,5,versionC_stim.csv,ReadVersion_Recog.csv,"Read Recog",Read3,BIRTHDAY,PIE,Study1,M,9,19,Study,User,-,,Study/JOL,"Study Phase",,2193,,,-1,-1,,,,1
5c9d05e72b3c77001744e8d2,xj5skrnsyt,"Mediated Recog Prolific",1,22,2023-05-08T19:43:43+00:00,4.0633571147919,5,versionC_stim.csv,ReadVersion_Recog.csv,"Read Recog",Read3,SHELL,SHAKE,Study1,U,43,49,Study,User,-,,Study/JOL,"Study Phase",,3680,,,-1,-1,,,,1
5c9d05e72b3c77001744e8d2,xj5skrnsyt,"Mediated Recog Prolific",1,23,2023-05-08T19:43:47+00:00,3.4150779247284,5,versionC_stim.csv,ReadVersion_Recog.csv,"Read Recog",Read3,TEMPERATURE,MORNING,Study1,U,48,24,Study,User,-,,Study/JOL,"Study Phase",,3025,,,-1,-1,,,,1
5c9d05e72b3c77001744e8d2,xj5skrnsyt,"Mediated Recog Prolific",1,24,2023-05-08T19:43:50+00:00,3.0693759918213,5,versionC_stim.csv,ReadVersion_Recog.csv,"Read Recog",Read3,MIRROR,MAROON,Study1,U,36,27,Study,User,-,,Study/JOL,"Study Phase",,2691,,,-1,-1,,,,1
5c9d05e72b3c77001744e8d2,xj5skrnsyt,"Mediated Recog Prolific",1,25,2023-05-08T19:43:52+00:00,2.2361738681793,5,versionC_stim.csv,ReadVersion_Recog.csv,"Read Recog",Read3,ROOT,PLANT,Study1,F,25,51,Study,User,-,,Study/JOL,"Study Phase",,1850,,,-1,-1,,,,1
5c9d05e72b3c77001744e8d2,xj5skrnsyt,"Mediated Recog Prolific",1,26,2023-05-08T19:43:54+00:00,1.7023379802704,5,versionC_stim.csv,ReadVersion_Recog.csv,"Read Recog",Read3,MAZE,PHONE,Study1,U,42,26,Study,User,-,,Study/JOL,"Study Phase",,1316,,,-1,-1,,,,1
5c9d05e72b3c77001744e8d2,xj5skrnsyt,"Mediated Recog Prolific",1,27,2023-05-08T19:43:55+00:00,1.5859010219574,5,versionC_stim.csv,ReadVersion_Recog.csv,"Read Recog",Read3,LION,STRIPES,Study1,M,6,38,Study,User,-,,Study/JOL,"Study Phase",,1198,,,-1,-1,,,,1
5c9d05e72b3c77001744e8d2,xj5skrnsyt,"Mediated Recog Prolific",1,28,2023-05-08T19:43:57+00:00,1.4510741233826,5,versionC_stim.csv,ReadVersion_Recog.csv,"Read Recog",Read3,FUZZY,BANG,Study1,U,50,28,Study,User,-,,Study/JOL,"Study Phase",,1071,,,-1,-1,,,,1
5c9d05e72b3c77001744e8d2,xj5skrnsyt,"Mediated Recog Prolific",1,29,2023-05-08T19:44:00+00:00,3.0203619003296,5,versionC_stim.csv,ReadVersion_Recog.csv,"Read Recog",Read3,HYGIENE,CLEAN,Study1,F,28,48,Study,User,-,,Study/JOL,"Study Phase",,2632,,,-1,-1,,,,1
5c9d05e72b3c77001744e8d2,xj5skrnsyt,"Mediated Recog Prolific",1,30,2023-05-08T19:44:02+00:00,2.3896160125732,5,versionC_stim.csv,ReadVersion_Recog.csv,"Read Recog",Read3,MEAT,KEYS,Study1,U,41,43,Study,User,-,,Study/JOL,"Study Phase",,2008,,,-1,-1,,,,1
5c9d05e72b3c77001744e8d2,xj5skrnsyt,"Mediated Recog Prolific",1,31,2023-05-08T19:44:04+00:00,2.3978381156921,5,versionC_stim.csv,ReadVersion_Recog.csv,"Read Recog",Read3,BEACH,BOX,Study1,M,7,18,Study,User,-,,Study/JOL,"Study Phase",,2023,,,-1,-1,,,,1
